stationid,hour,inNums,outNums
1,5,0.28002807138042635,0.062478330338038277
1,5,0.8935927859869182,0.062478330338038277
1,5,3.09208244624156,0.062478330338038277
1,5,4.020433926584768,0.062478330338038277
1,5,5.494905007790102,0.062478330338038277
1,5,4.854874620988925,0.062478330338038277
1,6,6.32523321856454,0.062478330338038277
1,6,7.989198176339613,0.20356338031138202
1,6,10.700232530934864,0.25429456665474764
1,6,13.314069161695972,0.28887153870263554
1,6,15.68476801138139,0.8150462696573934
1,6,28.157414792248037,1.183670368713886
1,7,33.08247300299953,1.3393544985931634
1,7,33.61964411894356,1.5516196660063175
1,7,43.558751496067586,1.7005329168883685
1,7,54.3692594263616,1.9956730219113192
1,7,55.84807560427082,2.197903003014617
1,7,82.62388065606962,2.7725808581108766
1,8,71.69017146912631,2.7963365725408567
1,8,109.03997867310228,5.732230691175454
1,8,96.67121770186849,4.2068582556961776
1,8,104.78183623576996,4.985366313465412
1,8,85.06308022163101,5.71909065689333
1,8,62.29695330255325,5.4369372818968715
1,9,54.234686707677966,4.373642223243292
1,9,29.654688316310125,3.653860957760367
1,9,25.796772832701794,2.7874147370827607
1,9,14.207320825390545,2.371247544854997
1,9,15.631130902043578,2.260161779919621
1,9,16.010610246214167,1.9648350534095556
1,10,13.200502861358359,1.7866588196552098
1,10,13.036547882159066,1.636351430586494
1,10,12.092925729977177,1.6933571382632033
1,10,11.087534019705254,1.4847630523876811
1,10,10.421797181214778,1.5503734395839162
1,10,8.663804688660932,1.497883145379594
1,11,8.889873866967863,1.5128813014604325
1,11,8.942613805627724,1.5148365277103708
1,11,10.796952609290072,1.4779195892368262
1,11,10.94958669778452,1.636351430586494
1,11,11.993202485972443,1.5074709562476147
1,11,12.125484240311406,1.4974284013572776
1,12,13.070549653433439,1.5504404413075232
1,12,12.519562237102509,1.6936667169374937
1,12,13.319644972776768,1.5331730481335517
1,12,13.636290169075554,1.6460514391055954
1,12,13.400348616351982,1.8034815845079448
1,12,13.289052504616416,1.6525679626669272
1,13,11.886972376522266,1.8142276843756757
1,13,11.400242466020806,1.628286080574018
1,13,11.914908882545516,1.8206113418787935
1,13,11.78438119950133,1.7327956436504162
1,13,11.41289329841002,1.7964208232737913
1,13,12.193533994275022,1.6896739083733072
1,14,10.541848811747201,1.6239119324490863
1,14,11.811591203759859,1.655566980183734
1,14,10.548775847380613,1.7534113086971101
1,14,10.32447795527937,1.6893058020579121
1,14,9.868665488783796,1.7333022375221485
1,14,9.697907598749975,1.7860899537898869
1,15,10.538083603135771,1.873537526478237
1,15,11.969943148956188,1.6224881427522517
1,15,13.082477060791861,1.843359407972471
1,15,12.312600312448678,1.7701381290148908
1,15,10.704514747372821,1.9680986889879366
1,15,14.13773999414947,1.902229387757018
1,16,15.206883459689205,2.01391187363323
1,16,13.986992101335192,2.1507108089133404
1,16,14.910686233435761,2.2396256953707474
1,16,14.287900465826928,2.208117418867647
1,16,20.142315348217906,2.1394632674165703
1,16,15.959042916871395,2.2864195366921978
1,17,23.433163191181734,2.6027189533804456
1,17,48.64907311622756,2.734041420434691
1,17,30.217461912622717,4.296264951298868
1,17,29.895015036627893,5.20991809358713
1,17,51.694276207992075,5.480330964369426
1,17,35.662431059563374,5.146522326740571
1,18,29.90286667128636,5.5512390465870896
1,18,41.64501226628711,5.063561008131125
1,18,31.612261472351662,4.875025327716802
1,18,24.36908547839551,5.482012377439875
1,18,16.5301073199768,5.774100400764735
1,18,16.01499675965698,3.936300534396933
1,19,13.52156603196174,5.717252573365169
1,19,12.16566666850955,4.38475721876204
1,19,12.687452507100284,4.345840254013749
1,19,12.057506018741616,2.8986691349275873
1,19,11.21810655312618,2.741137880886535
1,19,9.600190902944622,2.3018175216857637
1,20,10.563486240575346,2.2572126044910266
1,20,12.08944436682489,2.387076891781959
1,20,13.704628752092736,1.7393465137386672
1,20,13.256397590002305,2.1935185738081846
1,20,13.891623721692486,1.8079539242253126
1,20,10.416096853225627,2.216835930497432
1,21,9.304126822466051,1.7791324666556323
1,21,9.095435042662292,2.3018175216857637
1,21,8.258414283678329,2.2821409640601535
1,21,8.390565733573084,1.907888792807517
1,21,8.033360143946458,2.229244172668877
1,21,7.822778101826399,1.6785643654760576
1,22,5.000791591533438,2.1468469280273785
1,22,1.4741745456185402,1.4695316772073654
1,22,1.4895688428302312,2.245585459720865
1,22,1.593107031847286,1.7283859160707398
1,22,0.5805289048961506,1.4352680932247353
1,22,0.23263613179780496,0.8215596273884201
2,5,0.23491967900157096,0.062478330338038277
2,5,0.5710064839931718,0.062478330338038277
2,5,1.0922449763098612,0.062478330338038277
2,5,2.7823960147673694,0.062478330338038277
2,5,4.769731378529225,0.062478330338038277
2,5,5.409690157231369,0.16282356872999693
2,6,6.45343078398685,0.2596487239447018
2,6,8.084451244344228,0.2596487239447018
2,6,9.119674141116482,0.6440725381743247
2,6,9.65985901890292,0.8404437230459026
2,6,11.028365133029157,0.7921502170774818
2,6,15.514023306437412,1.1824232491305005
2,7,17.66309134831963,1.2496039983629512
2,7,24.161602222511785,1.4342032992259144
2,7,21.888112140408726,1.6889760504147338
2,7,27.41829851849655,2.2275610575122298
2,7,47.67694816978785,2.7655570230801563
2,7,58.99150351550847,4.273301182556924
2,8,75.62842798508994,3.8076268894489185
2,8,87.31372777883819,11.715232876658286
2,8,102.0900361119372,9.502821654124613
2,8,71.39820019467828,16.343627491237285
2,8,59.08719855642602,16.40985047093717
2,8,46.1197164090692,17.109259471037387
2,9,35.30931268066283,9.159848636395353
2,9,27.849642682220825,5.5562919597943665
2,9,23.475631732251546,4.367699502963731
2,9,16.924004377719758,3.0532779633538216
2,9,17.596012494339615,2.833348853623177
2,9,14.89920208929547,2.3816821678513316
2,10,14.103915020989144,2.187589426341105
2,10,14.110827232931136,1.9648350534095556
2,10,11.94410821523359,1.9738966268097022
2,10,12.432736142472237,1.8375614701507048
2,10,11.396755070558791,1.8676412900653785
2,10,11.257308769336502,1.6766016684383527
2,11,12.807566236392189,1.5074709562476147
2,11,11.681832600797977,1.7160650421231374
2,11,12.320979102514475,1.5660900522263517
2,11,11.787399954378172,1.5042828869414087
2,11,12.13859334696855,1.7396040170297489
2,11,12.42896633313245,1.5080445518429542
2,12,13.02247338837358,1.673465204773525
2,12,13.621620333800866,1.5074709562476147
2,12,14.128998539324671,1.7150646316457598
2,12,13.36487825504061,1.606552288233107
2,12,13.174708356620387,1.6878127106487537
2,12,13.172299403508392,2.0352419799570747
2,13,12.717776586613907,1.6768136665932467
2,13,12.959875597310582,2.0667499605760784
2,13,12.768682600802391,1.699868112084796
2,13,12.430806621337268,2.067733044600194
2,13,14.137067468745611,1.8079539242253126
2,13,12.268885868979316,1.7791997024150368
2,14,13.360165935690361,2.055080569876842
2,14,13.641949678163312,1.672414736810179
2,14,11.377206263976188,1.9815116835760718
2,14,11.58299756358742,1.7961503012884976
2,14,12.754769614469925,1.8079539242253126
2,14,12.022374300587263,1.8267059215807824
2,15,12.660230022066585,1.67440564302209
2,15,13.41190990309265,1.9663548397083532
2,15,13.217304408837046,1.6759797880028915
2,15,13.881135877703306,1.9912051874568595
2,15,14.270128920682742,1.8142276843756757
2,15,14.591320574341347,2.0622818970301684
2,16,13.013610507708858,2.0483953960822996
2,16,13.90213340909085,1.8395302733068595
2,16,15.489446918826614,2.060064786781538
2,16,13.256187227607596,1.986198464308231
2,16,22.54766421651725,2.2190283034172835
2,16,21.816803945516664,2.196721924085982
2,17,52.483764288864734,2.0201536221116325
2,17,53.51613904525567,2.225544750685502
2,17,57.741634582475356,2.7778645292060684
2,17,62.52579108861562,2.7604726615382797
2,17,101.75268689000579,4.190369669807916
2,17,73.97471548959825,4.2492377527568355
2,18,77.55443755311168,4.398384963141026
2,18,71.3117600840304,4.393172459159733
2,18,72.24751592156254,4.252041421710487
2,18,41.984148193492096,4.494926522219026
2,18,31.872402789241182,4.25151144896331
2,18,26.832993606582715,4.120933933306112
2,19,18.958010647475117,2.8877504189002527
2,19,18.692208774439607,2.5064864137448564
2,19,17.044936941990205,2.2502371648644615
2,19,12.16536093175017,2.14849369866471
2,19,12.14096334537012,2.2358847397653308
2,19,12.491189535545566,2.07353098242196
2,20,11.563986270812764,1.6116917127826287
2,20,12.338313754713132,2.03327317680092
2,20,12.104649791103274,2.0589097045424536
2,20,10.483324230272704,1.67440564302209
2,20,11.754916241742507,1.8385095664685864
2,20,10.613630644815867,1.6566251396522182
2,21,9.214795990303983,1.7222333336235318
2,21,9.660563552480937,1.4758886457035378
2,21,9.0335591524995,1.9663720594906928
2,21,8.467118689898419,1.574533840666293
2,21,8.57003172063139,1.7746476564548315
2,21,8.541372147083013,1.7557840378253817
2,22,7.470386935025138,1.6021920350224839
2,22,8.379921364575647,1.6270959404716991
2,22,5.39263855314717,1.645058851982211
2,22,4.675926750916655,1.5503693783003232
2,22,1.7266500866027688,1.1830779714539883
2,22,0.11410177044402217,0.0665543370140607
3,5,0.26561746762566224,0.062478330338038277
3,5,1.5597986758587428,0.062478330338038277
3,5,3.9398357041943224,0.062478330338038277
3,5,3.1124973790465678,0.062478330338038277
3,5,4.294338963988836,0.062478330338038277
3,5,5.981945575407311,0.062478330338038277
3,6,7.335654818755936,0.062478330338038277
3,6,8.5214118979422,0.062478330338038277
3,6,11.649594532170699,0.28887153870263554
3,6,12.16549957383973,0.21895134233378793
3,6,14.175924354876729,0.34978456097608984
3,6,21.359231881746478,0.3473798531299637
3,7,27.97031552846596,0.19520423692835615
3,7,38.93743079772748,0.6714486829288479
3,7,58.20653583170738,0.8324845236505284
3,7,54.604907338846246,1.1382910683921015
3,7,54.577723138492054,0.8306890643877972
3,7,86.94460097790595,1.087812356773605
3,8,110.44234813890584,1.1986572885706617
3,8,72.3972091594526,1.2391474602198544
3,8,76.93184228952815,1.2833620408371635
3,8,59.590939548993035,1.46311547936598
3,8,54.261046580215954,1.489952471201151
3,8,43.404476405470895,1.3017697789174059
3,9,29.528807590315882,1.2517656395266978
