stationid,startTime,inNums,outNums
1,2015/4/29 5:00:00,0.9219537,0.12217696
1,2015/4/29 5:10:00,3.041207,0.12217696
1,2015/4/29 5:20:00,8.0046015,0.1274761
1,2015/4/29 5:30:00,14.745578,0.124630414
1,2015/4/29 5:40:00,19.019482,0.124630414
1,2015/4/29 5:50:00,19.63361,0.13514584
1,2015/4/29 6:00:00,27.3665,0.24123001
1,2015/4/29 6:10:00,33.0515,2.7684586
1,2015/4/29 6:20:00,50.807426,3.2363586
1,2015/4/29 6:30:00,56.89226,3.660094
1,2015/4/29 6:40:00,67.59197,5.84337
1,2015/4/29 6:50:00,94.03202,7.6696434
1,2015/4/29 7:00:00,116.44619,8.538365
1,2015/4/29 7:10:00,130.9446,8.221177
1,2015/4/29 7:20:00,160.64899,7.8258715
1,2015/4/29 7:30:00,229.62755,7.9893837
1,2015/4/29 7:40:00,288.45886,9.070061
1,2015/4/29 7:50:00,312.59427,7.3207073
1,2015/4/29 8:00:00,323.4374,6.1542983
1,2015/4/29 8:10:00,343.95105,11.027752
1,2015/4/29 8:20:00,321.35205,10.660575
1,2015/4/29 8:30:00,276.00485,13.310363
1,2015/4/29 8:40:00,201.36829,9.723256
1,2015/4/29 8:50:00,170.17886,7.1419797
1,2015/4/29 9:00:00,142.43434,9.3962755
1,2015/4/29 9:10:00,116.03159,8.460554
1,2015/4/29 9:20:00,97.95893,6.678076
1,2015/4/29 9:30:00,75.853806,9.306015
1,2015/4/29 9:40:00,66.090294,8.903602
1,2015/4/29 9:50:00,61.77981,7.9332776
1,2015/4/29 10:00:00,53.758118,7.4510126
1,2015/4/29 10:10:00,52.931232,8.408824
1,2015/4/29 10:20:00,50.172432,8.716724
1,2015/4/29 10:30:00,48.516193,8.049555
1,2015/4/29 10:40:00,46.53701,8.256746
1,2015/4/29 10:50:00,43.187027,8.758682
1,2015/4/29 11:00:00,44.7136,8.914137
1,2015/4/29 11:10:00,46.731586,8.620151
1,2015/4/29 11:20:00,48.939407,8.357901
1,2015/4/29 11:30:00,49.303112,8.138264
1,2015/4/29 11:40:00,53.793537,8.245571
1,2015/4/29 11:50:00,50.074448,8.186131
1,2015/4/29 12:00:00,52.913128,8.534868
1,2015/4/29 12:10:00,56.888134,8.536416
1,2015/4/29 12:20:00,59.37853,7.943783
1,2015/4/29 12:30:00,58.000477,8.950572
1,2015/4/29 12:40:00,56.745975,7.3125143
1,2015/4/29 12:50:00,54.89921,7.705201
1,2015/4/29 13:00:00,51.95145,7.671368
1,2015/4/29 13:10:00,53.598995,7.3671927
1,2015/4/29 13:20:00,50.891384,8.238831
1,2015/4/29 13:30:00,51.27694,7.531382
1,2015/4/29 13:40:00,49.89385,7.97555
1,2015/4/29 13:50:00,50.6207,7.236056
1,2015/4/29 14:00:00,49.307335,7.6325016
1,2015/4/29 14:10:00,50.49527,6.7411933
1,2015/4/29 14:20:00,48.256237,8.525795
1,2015/4/29 14:30:00,48.671543,7.503641
1,2015/4/29 14:40:00,49.294785,7.189355
1,2015/4/29 14:50:00,45.446835,6.9053354
1,2015/4/29 15:00:00,50.18922,7.9439826
1,2015/4/29 15:10:00,52.72678,7.299016
1,2015/4/29 15:20:00,56.269085,7.6926417
1,2015/4/29 15:30:00,60.611473,8.793635
1,2015/4/29 15:40:00,53.79153,8.543117
1,2015/4/29 15:50:00,60.73281,8.051402
1,2015/4/29 16:00:00,66.79928,8.571777
1,2015/4/29 16:10:00,68.22064,8.784077
1,2015/4/29 16:20:00,70.329,8.724625
1,2015/4/29 16:30:00,68.30984,9.325757
1,2015/4/29 16:40:00,86.705124,8.834145
1,2015/4/29 16:50:00,81.534,9.060944
1,2015/4/29 17:00:00,104.165924,5.455575
1,2015/4/29 17:10:00,146.73793,7.088785
1,2015/4/29 17:20:00,121.162125,8.578282
1,2015/4/29 17:30:00,115.84288,8.501158
1,2015/4/29 17:40:00,142.25217,12.982464
1,2015/4/29 17:50:00,129.8072,12.146718
1,2015/4/29 18:00:00,114.893845,9.437157
1,2015/4/29 18:10:00,131.85916,14.987341
1,2015/4/29 18:20:00,114.6625,13.810377
1,2015/4/29 18:30:00,89.26777,11.451628
1,2015/4/29 18:40:00,71.15288,8.478752
1,2015/4/29 18:50:00,66.236984,7.630617
1,2015/4/29 19:00:00,57.687317,10.907127
1,2015/4/29 19:10:00,54.179882,9.635151
1,2015/4/29 19:20:00,56.04956,8.656833
1,2015/4/29 19:30:00,50.117184,7.1267323
1,2015/4/29 19:40:00,51.577568,5.9776864
1,2015/4/29 19:50:00,48.322853,4.94393
1,2015/4/29 20:00:00,50.11464,9.276956
1,2015/4/29 20:10:00,55.407486,9.050122
1,2015/4/29 20:20:00,57.02697,6.401811
1,2015/4/29 20:30:00,60.259956,5.8319316
1,2015/4/29 20:40:00,61.368324,7.0097947
1,2015/4/29 20:50:00,51.107727,5.4182878
1,2015/4/29 21:00:00,46.163044,7.437702
1,2015/4/29 21:10:00,47.450165,5.5860615
1,2015/4/29 21:20:00,38.166016,8.294868
1,2015/4/29 21:30:00,35.290028,8.740545
1,2015/4/29 21:40:00,32.799015,5.513752
1,2015/4/29 21:50:00,27.964739,7.0701685
1,2015/4/29 22:00:00,18.5114,9.282958
1,2015/4/29 22:10:00,5.6984777,9.162361
1,2015/4/29 22:20:00,1.5871773,8.676139
1,2015/4/29 22:30:00,1.8560333,7.749514
1,2015/4/29 22:40:00,1.4716804,9.041409
1,2015/4/29 22:50:00,1.1925633,6.702166
2,2015/4/29 5:00:00,0.8126248,0.124630414
2,2015/4/29 5:10:00,0.85920465,0.12217696
2,2015/4/29 5:20:00,2.6777232,0.124630414
2,2015/4/29 5:30:00,8.647981,0.1274761
2,2015/4/29 5:40:00,17.584934,0.14192882
2,2015/4/29 5:50:00,22.45406,1.4561543
2,2015/4/29 6:00:00,25.721216,3.1103177
2,2015/4/29 6:10:00,29.372465,3.1103177
2,2015/4/29 6:20:00,36.811455,4.126895
2,2015/4/29 6:30:00,47.01599,6.6353655
2,2015/4/29 6:40:00,51.13817,5.8745837
2,2015/4/29 6:50:00,62.179203,7.7559114
2,2015/4/29 7:00:00,75.53611,8.397029
2,2015/4/29 7:10:00,90.26723,7.9426236
2,2015/4/29 7:20:00,91.382355,7.24113
2,2015/4/29 7:30:00,112.94637,9.372001
2,2015/4/29 7:40:00,139.69777,6.0761123
2,2015/4/29 7:50:00,167.01564,9.977883
2,2015/4/29 8:00:00,186.23798,8.540001
2,2015/4/29 8:10:00,190.87386,20.406878
2,2015/4/29 8:20:00,210.92574,22.086178
2,2015/4/29 8:30:00,185.17354,20.951897
2,2015/4/29 8:40:00,159.7722,39.8863
2,2015/4/29 8:50:00,132.27747,24.954067
2,2015/4/29 9:00:00,127.7012,23.89002
2,2015/4/29 9:10:00,108.16485,14.95605
2,2015/4/29 9:20:00,87.57128,9.825563
2,2015/4/29 9:30:00,75.809006,6.0575595
2,2015/4/29 9:40:00,66.714134,5.111723
2,2015/4/29 9:50:00,59.04987,8.319767
2,2015/4/29 10:00:00,54.399307,8.308256
2,2015/4/29 10:10:00,52.603638,8.91025
2,2015/4/29 10:20:00,53.960545,8.315854
2,2015/4/29 10:30:00,51.68805,7.8213553
2,2015/4/29 10:40:00,49.85647,8.27742
2,2015/4/29 10:50:00,49.23429,7.9612546
2,2015/4/29 11:00:00,52.48157,8.454193
2,2015/4/29 11:10:00,50.93159,7.9440866
2,2015/4/29 11:20:00,52.304058,7.8909917
2,2015/4/29 11:30:00,51.29643,7.8087244
2,2015/4/29 11:40:00,51.52513,7.2909174
2,2015/4/29 11:50:00,49.420887,8.562938
2,2015/4/29 12:00:00,52.377438,6.8735466
2,2015/4/29 12:10:00,57.877438,8.332306
2,2015/4/29 12:20:00,59.240017,6.529397
2,2015/4/29 12:30:00,54.428165,8.53575
2,2015/4/29 12:40:00,56.507294,8.7608795
2,2015/4/29 12:50:00,55.62676,7.950109
2,2015/4/29 13:00:00,55.195866,9.321148
2,2015/4/29 13:10:00,54.8792,8.070824
