stationid,startTime,inNums,outNums
1,2015/4/29 5:00:00,0.4661034928085938,0.02551513918792347
1,2015/4/29 5:10:00,1.1694205395564288,0.02551513918792347
1,2015/4/29 5:20:00,3.513967120590685,0.02551513918792347
1,2015/4/29 5:30:00,5.793505238094428,0.02551513918792347
1,2015/4/29 5:40:00,6.940817048826579,0.025220122685585135
1,2015/4/29 5:50:00,6.6206363611943955,0.025220122685585135
1,2015/4/29 6:00:00,7.430499070612368,0.02509973922010067
1,2015/4/29 6:10:00,9.562706113197278,0.4848996213618069
1,2015/4/29 6:20:00,13.893791762611635,0.6382530752696352
1,2015/4/29 6:30:00,18.366155473679342,0.6199880539904281
1,2015/4/29 6:40:00,22.75459574727169,1.173201904602114
1,2015/4/29 6:50:00,41.04100738787632,1.8014263286521037
1,2015/4/29 7:00:00,70.54026759976028,2.283936668530295
1,2015/4/29 7:10:00,78.28136939609759,2.360021679331638
1,2015/4/29 7:20:00,101.34916098439048,2.4214820710352685
1,2015/4/29 7:30:00,131.84832858894552,3.2999960031580966
1,2015/4/29 7:40:00,201.91669860189515,4.166925659511783
1,2015/4/29 7:50:00,230.98147537900354,3.8234211465909107
1,2015/4/29 8:00:00,226.73049797150608,3.881314562644836
1,2015/4/29 8:10:00,246.5020167282665,8.011149459243718
1,2015/4/29 8:20:00,225.6548023172272,7.116721672132731
1,2015/4/29 8:30:00,190.5966613881672,7.709079642543295
1,2015/4/29 8:40:00,116.27447235934922,8.517338816223695
1,2015/4/29 8:50:00,104.33052111998386,7.70331240529742
1,2015/4/29 9:00:00,90.53333479898453,6.0245496291879155
1,2015/4/29 9:10:00,65.40062747778072,5.2208145332743765
1,2015/4/29 9:20:00,47.297113406480754,4.0321677360654995
1,2015/4/29 9:30:00,28.525238910498242,4.555203865410427
1,2015/4/29 9:40:00,21.5593525889178,3.7581451551263036
1,2015/4/29 9:50:00,19.828831755359218,3.412237797281487
1,2015/4/29 10:00:00,16.957621950328488,2.5036303233030885
1,2015/4/29 10:10:00,17.258269771448806,2.38330484188866
1,2015/4/29 10:20:00,14.120046999468498,2.4980246353800113
1,2015/4/29 10:30:00,13.430712087465805,2.060449419811342
1,2015/4/29 10:40:00,12.527604483932373,2.1233569901441607
1,2015/4/29 10:50:00,11.450166027564743,2.164451549640758
1,2015/4/29 11:00:00,11.113575223826569,2.3790433726176436
1,2015/4/29 11:10:00,10.885725708583918,2.397840774033118
1,2015/4/29 11:20:00,12.206242460565626,2.158409579539349
1,2015/4/29 11:30:00,12.80438286231336,2.246097713519949
1,2015/4/29 11:40:00,15.640457692394214,2.313457135535646
1,2015/4/29 11:50:00,15.554868893943485,2.2829256630638066
1,2015/4/29 12:00:00,16.214677480130796,2.2283228900258534
1,2015/4/29 12:10:00,15.786935460409008,2.371227250027282
1,2015/4/29 12:20:00,17.71719461103342,2.0821596418177633
1,2015/4/29 12:30:00,17.374261236256103,2.338008833485832
1,2015/4/29 12:40:00,17.03810092622387,2.34983809228005
1,2015/4/29 12:50:00,16.55514521224526,2.314212345688015
1,2015/4/29 13:00:00,14.677366356385653,2.4982390760379345
1,2015/4/29 13:10:00,14.689288032132746,2.5232262179825695
1,2015/4/29 13:20:00,15.44015048496449,2.477163528946615
1,2015/4/29 13:30:00,14.324467205827068,2.4870649333306485
1,2015/4/29 13:40:00,13.525960247076478,2.4757240723508604
1,2015/4/29 13:50:00,13.509415124354096,2.576397754736384
1,2015/4/29 14:00:00,12.487592347324949,2.311409603500943
1,2015/4/29 14:10:00,13.881677289961923,2.3378429298175263
1,2015/4/29 14:20:00,11.9678226536492,2.509537901365088
1,2015/4/29 14:30:00,12.549554534358906,2.335040187630454
1,2015/4/29 14:40:00,11.956064846362901,2.40480125039202
1,2015/4/29 14:50:00,11.145913637302703,2.391564867885891
1,2015/4/29 15:00:00,12.237314519392084,2.471009289192269
1,2015/4/29 15:10:00,15.122046852636213,2.765904870893583
1,2015/4/29 15:20:00,14.113016542392764,2.4375211043815197
1,2015/4/29 15:30:00,15.278502455322315,2.8743546467289445
1,2015/4/29 15:40:00,14.768585121406064,3.313394489259622
1,2015/4/29 15:50:00,14.629875745262813,2.8781254883383602
1,2015/4/29 16:00:00,18.417323914616553,3.3759485195493246
1,2015/4/29 16:10:00,18.898914149317502,3.4587731132548867
1,2015/4/29 16:20:00,20.142003155121596,3.655870872724593
1,2015/4/29 16:30:00,21.498517020294084,3.8340567750065007
1,2015/4/29 16:40:00,32.380356527732,4.0234198282427664
1,2015/4/29 16:50:00,28.247469576679887,4.267124486224511
1,2015/4/29 17:00:00,42.01718902535115,4.006520154756565
1,2015/4/29 17:10:00,87.3750386469856,3.617407568322423
1,2015/4/29 17:20:00,63.25117928418865,5.828640376330301
1,2015/4/29 17:30:00,62.60633569775433,6.860887741729825
1,2015/4/29 17:40:00,83.35332008808487,8.853468870187276
1,2015/4/29 17:50:00,71.2214086006556,9.218496880560428
1,2015/4/29 18:00:00,57.407784126200376,10.111796970055932
1,2015/4/29 18:10:00,74.49349626463888,11.692243005157032
1,2015/4/29 18:20:00,61.42951015322683,12.524224226984144
1,2015/4/29 18:30:00,33.32348234334739,10.449303494099622
1,2015/4/29 18:40:00,22.178564747540786,9.445545823806125
1,2015/4/29 18:50:00,19.25231908538501,8.99676528253798
1,2015/4/29 19:00:00,17.173491232852644,8.316186045378908
1,2015/4/29 19:10:00,15.318512642793447,7.211259541594785
1,2015/4/29 19:20:00,15.62639861625548,5.343430923586502
1,2015/4/29 19:30:00,13.609279960784159,3.2683828355337545
1,2015/4/29 19:40:00,13.389388967073272,3.7973428743856634
1,2015/4/29 19:50:00,11.481576749396023,3.2135866412316014
1,2015/4/29 20:00:00,12.845583759564406,4.11626151811624
1,2015/4/29 20:10:00,16.683667233849505,4.2276678164266945
1,2015/4/29 20:20:00,15.676265135589134,2.726859060036905
1,2015/4/29 20:30:00,17.026723636082764,3.254590632577309
1,2015/4/29 20:40:00,18.11188693875849,2.264939383271798
1,2015/4/29 20:50:00,14.151624629034682,2.8976113036540587
1,2015/4/29 21:00:00,12.302208427517026,2.3089548278150054
1,2015/4/29 21:10:00,12.096048852902301,3.2127163164523695
1,2015/4/29 21:20:00,10.18661894690091,3.2805229160383647
1,2015/4/29 21:30:00,10.339148596222007,3.2603757530605457
1,2015/4/29 21:40:00,9.519273053907764,2.953706460186672
1,2015/4/29 21:50:00,8.628909484722312,2.542223444929278
1,2015/4/29 22:00:00,6.223218216737989,3.6541980385991297
1,2015/4/29 22:10:00,2.1512756307624326,2.45760276141288
1,2015/4/29 22:20:00,1.1574415892611487,3.574869997129894
1,2015/4/29 22:30:00,1.2754050509416184,2.6110778511620873
1,2015/4/29 22:40:00,1.0503135035663584,2.141124003275932
1,2015/4/29 22:50:00,0.7134701838057537,1.2881686822398353
2,2015/4/29 5:00:00,0.42323741650508023,0.02551513918792347
2,2015/4/29 5:10:00,0.6331490569393321,0.02551513918792347
2,2015/4/29 5:20:00,1.2595721129266317,0.02551513918792347
2,2015/4/29 5:30:00,3.4104806639092704,0.02551513918792347
2,2015/4/29 5:40:00,6.389684658446959,0.02551513918792347
2,2015/4/29 5:50:00,7.6580802490109114,0.3430284204067757
2,2015/4/29 6:00:00,8.433233223446994,0.6583065839299791
2,2015/4/29 6:10:00,9.59541655631953,0.65623188270867
2,2015/4/29 6:20:00,11.017287768726021,0.9263413659769
2,2015/4/29 6:30:00,12.953181994572521,1.402823916282589
2,2015/4/29 6:40:00,15.200972719511922,1.0798172991362955
2,2015/4/29 6:50:00,22.052761401557014,1.8308056767156082
2,2015/4/29 7:00:00,27.855195139413564,2.212104332235488
2,2015/4/29 7:10:00,41.88321003133659,2.259209839698017
2,2015/4/29 7:20:00,39.62452417141272,2.672043855697569
2,2015/4/29 7:30:00,64.65198958902677,4.3477693358454355
2,2015/4/29 7:40:00,86.57741089984395,3.9926877797943585
2,2015/4/29 7:50:00,97.71974232675099,7.2079872332400265
2,2015/4/29 8:00:00,119.02795332464396,9.674000318030398
2,2015/4/29 8:10:00,114.06066821332239,17.80138056512293
2,2015/4/29 8:20:00,130.9410474093824,18.23999511837061
2,2015/4/29 8:30:00,121.60440401015569,24.788048515925826
2,2015/4/29 8:40:00,97.25213592381418,24.580103678624774
2,2015/4/29 8:50:00,83.22279858638343,24.96663694282486
2,2015/4/29 9:00:00,74.01992454385366,15.15705686088111
2,2015/4/29 9:10:00,57.71191003528052,7.676802504662072
2,2015/4/29 9:20:00,37.02486195091851,7.102570833438756
2,2015/4/29 9:30:00,27.016279140925583,4.4038906034664
2,2015/4/29 9:40:00,22.189736188908277,3.592261349079272
2,2015/4/29 9:50:00,18.423694139166347,4.1550874326580045
2,2015/4/29 10:00:00,17.380369706259362,3.625854333646656
2,2015/4/29 10:10:00,16.918115380673754,3.490193076884812
2,2015/4/29 10:20:00,15.446152935985992,3.3729674391178994
2,2015/4/29 10:30:00,14.828864736863867,2.8462187035378523
2,2015/4/29 10:40:00,14.471856695173837,2.5680001387995053
